what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619060003028
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060003319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060004384
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619060008491
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619060009547
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619060017323
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619060017563
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619060021677
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619060024619
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060024925
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060026041
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619060028438
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619060028686
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619060037808
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619060038057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619060041046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619060042627
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619060049952
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060050256
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060052939
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060052966
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060056465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060116827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060117550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060117777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060130089
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060167641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060168280
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060169502
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060216912
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060219130
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060612661
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060617447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060667132
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619060740477
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1619060740905
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619060743910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060781987
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619060850523
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619061016931
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061017243
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061018392
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061155493
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061157737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061164373
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1619061169773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619061217145
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619061219163
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1619061219374
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1619061219374
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineStart",1619061583150
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062258703
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062263061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062280189
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062281942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062283490
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062284633
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062287246
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062287547
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062288701
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062304831
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062311355
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062316694
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062316920
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062325418
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062325665
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062327784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062328705
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062329784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062330076
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062330275
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062330473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062331575
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062332992
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062333291
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062333512
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062333718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062333928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062334244
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062334590
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062334819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062335032
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062335265
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062335493
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062335719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062336661
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062339058
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062339359
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062341943
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062341973
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062344063
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062352064
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619062423097
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062426356
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062435273
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062474113
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062485935
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062503516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062507458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062545092
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062546678
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062547311
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062547514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062548105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062548303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062548905
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062549055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062549166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062549541
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062551086
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062553703
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1619062558452
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062561103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062563219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062563930
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062564094
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062572104
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062579229
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062581830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062582152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062584314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062587556
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062597701
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062604399
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062605473
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062606643
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062606659
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062608815
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619062609462
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062630164
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062655279
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062658822
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062754933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062763260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062765970
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062769046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062770190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062771101
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062773898
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062774672
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062774946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062777711
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062780648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062781233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062781543
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062784376
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062788131
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062791104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062792087
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062818959
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062824788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062827225
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062827989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062853921
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619062854935
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062855190
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062855846
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062859022
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619062859850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619062860191
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062860914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062862630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619062863371
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062870770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062873765
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619062874751
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619062877178
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619062877414
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062877686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062878892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062879275
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062880818
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619062881681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062881900
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062882366
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062885604
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062885941
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062887048
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062891560
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062892752
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619062901529
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619062904314
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062905251
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619062907924
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062909553
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062914797
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062915101
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062917318
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062917888
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062920048
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062930482
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619062976331
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062976757
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1619062976770
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062979150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619062988260
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619062990877
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062991212
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619062993505
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619062997208
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063021756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619063022576
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619063023074
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619063023494
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063093187
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063144962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619063203865
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619063206459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063206784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063208968
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619063216511
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619063219473
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063219784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063222053
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063229465
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063260542
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063261221
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063290170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619063301459
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619063310528
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063310858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063313111
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063319104
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063352217
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063369557
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063388336
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619063394877
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619063399693
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063454380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619063458791
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619063459661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619063460203
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619063460612
