what,kind,bundleId,bundleVersion,description,time
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065162762
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065165849
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065212077
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1619065224436
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1619065225514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065236893
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065240378
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065240714
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065241826
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065248717
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065249934
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619065250575
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065251946
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065256055
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065256888
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065268070
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065274465
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065276343
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065279137
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065279459
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065282062
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065282089
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065285606
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619065286960
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065287023
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065291468
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065291680
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065298286
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065340854
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065343304
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065345772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065394343
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065397268
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065397599
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065399819
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065406174
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065406472
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065413157
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065418424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065418607
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065419036
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065419928
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065420685
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065420980
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619065421669
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619065422612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065540208
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065544256
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065545825
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065546153
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065547274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065550771
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065552510
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065552832
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065555590
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065555616
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065559149
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065564693
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065564925
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065571628
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065600709
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065607112
error,log,,,"Unable to validate connection settings.",1619065607831
error,log,,,"Unable to validate connection settings.",1619065607831
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065607847
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065610871
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065623175
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065630293
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065632468
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065632798
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065634928
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065642707
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065642963
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065649475
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065734278
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065740721
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065800042
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065806429
error,log,,,"Unable to validate connection settings.",1619065808906
error,log,,,"Unable to validate connection settings.",1619065808906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065808923
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065865293
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065873750
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065889447
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619065897890
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065900260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065900589
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065902783
error,log,,,"Unable to validate connection settings.",1619065911838
error,log,,,"Unable to validate connection settings.",1619065911838
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065911854
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065913970
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619065921242
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619065926365
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619065931103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065931419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065932460
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619065937711
error,log,,,"Unable to validate connection settings.",1619065942762
error,log,,,"Unable to validate connection settings.",1619065942762
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065942779
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065944070
error,log,,,"Unable to validate connection settings.",1619065947317
error,log,,,"Unable to validate connection settings.",1619065947317
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065947331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065948278
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1619065953845
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065953936
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065958991
error,log,,,"Unable to validate connection settings.",1619065966156
error,log,,,"Unable to validate connection settings.",1619065966156
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065966179
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065967897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065981148
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065986684
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1619065986698
error,log,,,"Unable to validate connection settings.",1619065993906
error,log,,,"Unable to validate connection settings.",1619065993906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065993927
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065996663
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619065999686
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619066079553
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1619066079562
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619066081468
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619066081709
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619066088212
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619066115733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619066118245
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.project.buildProject",1619066120892
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619066121240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619066123395
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619066126966
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619066127194
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619066133812
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619066180170
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1619066180432
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1619066180760
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619066181869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619130949913
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619130994099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619130995955
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131018378
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131022707
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131023265
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131060328
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131065782
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131066110
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619131070320
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131071112
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619131072767
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131072819
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619131073807
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131073880
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1619131074537
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131075826
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131076372
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619131077867
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131078688
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131079113
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131080713
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131081316
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131084103
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131116869
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131125618
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619131128076
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131129396
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619131147605
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131154643
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619131156695
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1619131164163
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131168244
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1619131168562
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1619131175820
error,log,,,"Unable to validate connection settings.",1619131177784
error,log,,,"Unable to validate connection settings.",1619131177786
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131177858
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131179776
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1619131229839
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131247630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1619131257889
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619131260809
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1619131288209
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1619131289470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131344559
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.lineEnd",1619131433857
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131510536
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131510930
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131511136
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131511361
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131511658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131511890
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131512105
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131512318
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131512542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131512779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131512974
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131513714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131513903
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131514119
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131514364
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131515152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131515503
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1619131515948
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619131516812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619131517028
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1619131517270
